space	start	end	width	reads	gc	map	valid	ideal	cor.gc	cor.map	copy
chr2	55500001	56000000	500000	7483	0.391538	0.864355	TRUE	FALSE	1.04831496970507	1.04798833895671	0.067622663990892
chr2	56000001	56500000	500000	7064	0.392972	0.908915	TRUE	TRUE	0.990419761509995	0.98174566280114	-0.0265787755827625
chr2	56500001	57000000	500000	6928	0.367382	0.90878	TRUE	TRUE	0.963259509008886	0.954839471688696	-0.0666698882995792
chr2	57000001	57500000	500000	7161	0.357886	0.918537	TRUE	TRUE	0.991107654467776	0.980697217630715	-0.0281203101741749
chr2	57500001	58000000	500000	7000	0.354166	0.907865	TRUE	TRUE	0.966777435779657	0.958436807539245	-0.0612447808396866
chr2	58000001	58500000	500000	7605	0.353014	0.939174	TRUE	TRUE	1.04958233345609	1.03434846450996	0.0487223010573189
chr2	58500001	59000000	500000	7456	0.37145	0.937292	TRUE	TRUE	1.03826376546528	1.02347507799886	0.0334759726249159
chr2	59000001	59500000	500000	7145	0.382682	0.949535	TRUE	TRUE	0.996985394479142	0.981323858585451	-0.0271987585766767
chr2	59500001	60000000	500000	7153	0.371798	0.942753	TRUE	TRUE	0.996146631436051	0.981264526213809	-0.0272859888069391
chr2	60000001	60500000	500000	6694	0.405448	0.919178	TRUE	TRUE	0.942824415849772	0.932796779368469	-0.100365287477983
chr2	60500001	61000000	500000	6878	0.4389	0.93428	TRUE	TRUE	0.985801814939998	0.97228446368038	-0.0405496264265787
chr2	61000001	61500000	500000	7390	0.406592	0.88038	TRUE	FALSE	1.04110694220119	1.03634000823858	0.0514974081627288
chr2	61500001	62000000	500000	7246	0.414058	0.863676	TRUE	FALSE	1.0228628617435	1.02277178353794	0.0324842648402148
chr2	62000001	62500000	500000	7347	0.422144	0.873985	TRUE	FALSE	1.03996887070041	1.03672075832486	0.0520273552596348
chr2	62500001	63000000	500000	7156	0.416888	0.871183	TRUE	FALSE	1.01094402006826	1.00843767388418	0.0121219214751057
chr2	63000001	63500000	500000	7591	0.369786	0.91397	TRUE	TRUE	1.05648760926612	1.04627137823503	0.0652571013501149
chr2	63500001	64000000	500000	7330	0.380168	0.885494	TRUE	FALSE	1.02230472321162	1.01670970744095	0.0239078174270801
chr2	64000001	64500000	500000	7391	0.389496	0.912088	TRUE	TRUE	1.03407585451057	1.02443209330187	0.0348243553558925
chr2	64500001	65000000	500000	7258	0.422348	0.947413	TRUE	TRUE	1.02744563625636	1.01152733875844	0.0165353124401693
chr2	65000001	65500000	500000	7002	0.440942	0.886847	TRUE	FALSE	1.00543673650664	0.999696438634793	-0.000438012961459865
chr2	65500001	66000000	500000	7066	0.435052	0.913676	TRUE	TRUE	1.00924669048138	0.999541502522128	-0.000661623725584083
chr2	66000001	66500000	500000	6831	0.404116	0.904265	TRUE	TRUE	0.961826464479193	0.953959990837414	-0.0679993341396444
chr2	66500001	67000000	500000	7071	0.389658	0.916051	TRUE	TRUE	0.989407443554068	0.979463779977304	-0.0299359514637009
chr2	67000001	67500000	500000	7232	0.375956	0.948366	TRUE	TRUE	1.00766621581764	0.991952806262568	-0.0116566111608796
chr2	67500001	68000000	500000	7202	0.387186	0.921682	TRUE	TRUE	1.00628145207673	0.995022146211458	-0.00719945880506214
chr2	68000001	68500000	500000	7420	0.398456	0.928143	TRUE	TRUE	1.0426516627339	1.02949987938126	0.0419436609404736
chr2	68500001	69000000	500000	7211	0.394826	0.906144	TRUE	TRUE	1.01181985325341	1.00330755515377	0.00476391929081392
chr2	69000001	69500000	500000	7227	0.41403	0.958792	TRUE	TRUE	1.02017421291883	1.00323560106965	0.00466044999831154
chr2	69500001	70000000	500000	7454	0.419636	0.895429	TRUE	FALSE	1.05419228341023	1.0467973695755	0.0659822042548478
chr2	70000001	70500000	500000	7042	0.43865	0.867131	TRUE	FALSE	1.00907194343637	1.00784052270389	0.0112673696844688
chr2	70500001	71000000	500000	6877	0.436698	0.922346	TRUE	TRUE	0.983650297381607	0.972499996103503	-0.0402298505689513
chr2	71000001	71500000	500000	6628	0.452672	0.864062	TRUE	FALSE	0.961239624200752	0.961032417779274	-0.0573429977274877
chr2	71500001	72000000	500000	7058	0.450508	0.937888	TRUE	TRUE	1.02182831388049	1.00716630360062	0.0103019212498957
chr2	72000001	72500000	500000	6548	0.449198	0.939016	TRUE	TRUE	0.946995091362845	0.933267990926558	-0.0996366797647508
chr2	72500001	73000000	500000	7364	0.36576	0.904555	TRUE	TRUE	1.02316943801184	1.01476427267501	0.0211446317061116
chr2	73000001	73500000	500000	6976	0.473144	0.929344	TRUE	TRUE	1.02629338389522	1.01311622160376	0.0187996852087336
chr2	73500001	74000000	500000	7006	0.410628	0.865349	TRUE	FALSE	0.988126178613545	0.987496573800543	-0.0181523522490351
chr2	74000001	74500000	500000	6756	0.450138	0.865578	TRUE	FALSE	0.97781885128758	0.977122496231992	-0.033388658969567
chr2	74500001	75000000	500000	7365	0.45861	0.926077	TRUE	TRUE	1.07312933901928	1.06008154293179	0.0841752431456623
chr2	75000001	75500000	500000	7094	0.419584	0.917637	TRUE	TRUE	1.00325969405681	0.992886360633155	-0.0102994892513307
chr2	75500001	76000000	500000	7707	0.395448	0.937783	TRUE	TRUE	1.08168101387695	1.06618022130725	0.0924513240352958
chr2	76000001	76500000	500000	7546	0.366388	0.919166	TRUE	TRUE	1.04874257738626	1.03759120506364	0.0532381560352767
chr2	76500001	77000000	500000	7047	0.365168	0.909679	TRUE	TRUE	0.978868657375536	0.970171152727468	-0.043688812113811
chr2	77000001	77500000	500000	6969	0.351196	0.905386	TRUE	TRUE	0.960688576315129	0.952697180193743	-0.0699103760902161
chr2	77500001	78000000	500000	6998	0.3483	0.921109	TRUE	TRUE	0.962803436097042	0.952152454229578	-0.0707355052283534
chr2	78000001	78500000	500000	7266	0.350088	0.935657	TRUE	TRUE	1.00089823011455	0.98693053906671	-0.018979544623493
chr2	78500001	79000000	500000	7234	0.348606	0.924969	TRUE	TRUE	0.9954851174343	0.983624533269734	-0.0238203762352041
chr2	79000001	79500000	500000	7122	0.387532	0.934606	TRUE	TRUE	0.995278604107781	0.981574010195569	-0.026831044601252
chr2	79500001	80000000	500000	7225	0.374664	0.938102	TRUE	TRUE	1.006546018697	0.992065301698653	-0.0114930072025432
chr2	80000001	80500000	500000	7108	0.393796	0.940578	TRUE	TRUE	0.996967256798725	0.982330616802488	-0.0257194298734244
chr2	80500001	81000000	500000	7510	0.38549	0.963664	TRUE	TRUE	1.04862129651288	1.03076504100363	0.0437155132977884
chr2	81000001	81500000	500000	7315	0.360474	0.940272	TRUE	TRUE	1.01378284529602	0.998936214752744	-0.00153553458518865
chr2	81500001	82000000	500000	7289	0.356964	0.938281	TRUE	TRUE	1.00832087918247	0.993792984419646	-0.00898273752209075
chr2	82000001	82500000	500000	7290	0.354718	0.938413	TRUE	TRUE	1.00716613051687	0.992639059466224	-0.0106588703656402
chr2	82500001	83000000	500000	7380	0.346884	0.953724	TRUE	TRUE	1.01433532474887	0.9979833623702	-0.00291233065356719
chr2	83000001	83500000	500000	7265	0.359132	0.930693	TRUE	TRUE	1.00615998126245	0.99300125545455	-0.0101325531287709
chr2	83500001	84000000	500000	7279	0.350524	0.935166	TRUE	TRUE	1.00297983033428	0.989070024179583	-0.0158554303636328
chr2	84000001	84500000	500000	7189	0.37801	0.914501	TRUE	TRUE	1.00210260443287	0.992315049815843	-0.0111298607202987
chr2	84500001	85000000	500000	7319	0.390342	0.917495	TRUE	TRUE	1.02456175486881	1.0139947163808	0.0200501349141615
chr2	85000001	85500000	500000	7275	0.444246	0.888457	TRUE	FALSE	1.04755468363829	1.04127950183336	0.058357371024911
chr2	85500001	86000000	500000	6836	0.485834	0.879312	TRUE	FALSE	1.01566361233604	1.01125010054144	0.0161398460922111
chr2	86000001	86500000	500000	6982	0.45188	0.910027	TRUE	TRUE	1.01193470943991	1.00287895591167	0.00414748805961817
chr2	86500001	87000000	500000	6840	0.409172	0.914599	TRUE	TRUE	0.964242316669126	0.954807280268779	-0.066718528082649
chr2	87000001	87500000	500000	2822	0.41508	0.767827	TRUE	FALSE	0.398457829055489	0.441363404312703	-1.17996108150303
chr2	87500001	88000000	500000	2445	-1	0.721016	FALSE	FALSE	0	0	0
chr2	88000001	88500000	500000	3723	0.402018	0.816372	TRUE	FALSE	0.52387731910998	0.541288764334912	-0.885529652902673
chr2	88500001	89000000	500000	6926	0.428656	0.8988	TRUE	FALSE	0.983974732779354	0.976607915877996	-0.0341486231257415
chr2	89000001	89500000	500000	6022	0.400118	0.901738	TRUE	TRUE	0.84676282188362	0.840104240724994	-0.251359745273913
chr2	89500001	90000000	500000	19791	-1	0.567348	FALSE	FALSE	0	0	0
chr2	90000001	90500000	500000	3513	-1	0.656858	FALSE	FALSE	0	0	0
chr2	90500001	91000000	500000	1	-1	0.0397812	FALSE	FALSE	0	0	0
chr2	91000001	91500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr2	91500001	92000000	500000	7733	-1	0.525906	FALSE	FALSE	0	0	0
chr2	92000001	92500000	500000	32000	-1	0.331976	FALSE	FALSE	0	0	0
chr2	92500001	93000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr2	93000001	93500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr2	93500001	94000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr2	94000001	94500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr2	94500001	95000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr2	95000001	95500000	500000	2007	-1	0.22577	FALSE	FALSE	0	0	0
chr2	95500001	96000000	500000	6744	0.462142	0.885219	TRUE	FALSE	0.984979192671853	0.979635780946157	-0.0296826259560248
chr2	96000001	96500000	500000	4541	0.436468	0.877158	TRUE	FALSE	0.649386716411793	0.646885527142522	-0.628417659385743
chr2	96500001	97000000	500000	5940	0.451728	0.79998	TRUE	FALSE	0.860807636983235	0.905789959765879	-0.142751546972351
chr2	97000001	97500000	500000	6945	0.475386	0.867693	TRUE	FALSE	1.02343256187423	1.0219955301338	0.031388886424356
chr2	97500001	98000000	500000	4967	0.437952	0.823227	TRUE	FALSE	0.711274360045999	0.730176334502464	-0.453683184056518
chr2	98000001	98500000	500000	4711	0.426084	0.806836	TRUE	FALSE	0.668028863903983	0.697194570753841	-0.520366760043684
chr2	98500001	99000000	500000	7101	0.41441	0.92054	TRUE	TRUE	1.00247629464436	0.991512447850919	-0.0122972101386745
chr2	99000001	99500000	500000	6945	0.440856	0.940553	TRUE	TRUE	0.997177221622427	0.982540462866016	-0.0254112733948801
chr2	99500001	100000000	500000	7214	0.404014	0.857448	TRUE	FALSE	1.01572809375645	1.01815572037944	0.0259582292312767
chr2	100000001	100500000	500000	7290	0.417054	0.921851	TRUE	TRUE	1.02993513156469	1.01837272719232	0.0262656883824956
chr2	100500001	101000000	500000	6980	0.420792	0.917476	TRUE	TRUE	0.987558121898538	0.977376152663557	-0.0330141906851616
chr2	101000001	101500000	500000	7253	0.442586	0.916844	TRUE	TRUE	1.04290030480318	1.03226804477455	0.0458176380628581
chr2	101500001	102000000	500000	7197	0.444588	0.889724	TRUE	FALSE	1.03663677463564	1.03019782806081	0.0429214035807509
chr2	102000001	102500000	500000	7047	0.427926	0.906544	TRUE	TRUE	1.00057262244113	0.992105080155651	-0.0114351611796638
chr2	102500001	103000000	500000	7262	0.41898	0.949851	TRUE	TRUE	1.02678472028352	1.01062314782304	0.0152451296628634
chr2	103000001	103500000	500000	7058	0.395654	0.935485	TRUE	TRUE	0.990674261446202	0.976879325566303	-0.0337477385890197
chr2	103500001	104000000	500000	7130	0.373886	0.946095	TRUE	TRUE	0.993236046095427	0.978003160651074	-0.0320889672883168
chr2	104000001	104500000	500000	7327	0.360412	0.944583	TRUE	TRUE	1.01541384240757	1.0000231412444	3.3385372246325e-05
chr2	104500001	105000000	500000	7385	0.361862	0.965501	TRUE	TRUE	1.0242057329949	1.00660133202068	0.00949241204575544
chr2	105000001	105500000	500000	7204	0.412954	0.949884	TRUE	TRUE	1.01667800958445	1.00067221584648	0.000969476655837616
chr2	105500001	106000000	500000	7166	0.42242	0.920023	TRUE	TRUE	1.01444837057965	1.0034694820251	0.00499674146331677
chr2	106000001	106500000	500000	7193	0.436128	0.945719	TRUE	TRUE	1.02832630784904	1.0126011646146	0.0180660486362345
chr2	106500001	107000000	500000	6758	0.434794	0.891677	TRUE	FALSE	0.965053625348108	0.958791525325675	-0.0607109376990809
chr2	107000001	107500000	500000	5818	0.41475	0.863952	TRUE	FALSE	0.821416806058179	0.82126935333718	-0.284072631723821
chr2	107500001	108000000	500000	7154	0.388062	0.934683	TRUE	TRUE	1.00004093305445	0.986257166738267	-0.019964216232555
chr2	108000001	108500000	500000	6563	0.383672	0.895083	TRUE	FALSE	0.915961965683314	0.909581106068414	-0.136725808186342
chr2	108500001	109000000	500000	7031	0.390644	0.897373	TRUE	FALSE	0.984437522801324	0.977263894428875	-0.033179903445312
chr2	109000001	109500000	500000	6565	0.400154	0.810773	TRUE	FALSE	0.923127889619834	0.959256073060873	-0.0600121013120234
chr2	109500001	110000000	500000	6945	0.471422	0.927166	TRUE	TRUE	1.02056026514018	1.00790674391074	0.011362160344339
chr2	110000001	110500000	500000	4938	-1	0.653051	FALSE	FALSE	0	0	0
chr2	110500001	111000000	500000	2232	0.42923	0.753768	TRUE	FALSE	0.317253820305534	0.361597692305935	-1.46754262429523
chr2	111000001	111500000	500000	2031	0.432008	0.761663	TRUE	FALSE	0.289389081237695	0.324471450922614	-1.62383654863302
chr2	111500001	112000000	500000	7364	0.4304	0.949074	TRUE	TRUE	1.04778372752638	1.03137173221942	0.0445644098840777
chr2	112000001	112500000	500000	3821	0.449012	0.949976	TRUE	TRUE	0.552521049822631	0.543817584113969	-0.878805293830174
chr2	112500001	113000000	500000	6371	0.420372	0.874271	TRUE	FALSE	0.901263486711517	0.898389383270386	-0.154587216117757
chr2	113000001	113500000	500000	6099	0.42556	0.781031	TRUE	FALSE	0.86458900437284	0.935319961758617	-0.0964681167552476
chr2	113500001	114000000	500000	7063	0.441018	0.938075	TRUE	TRUE	1.01426273434466	0.999675830118514	-0.000467754100417584
chr2	114000001	114500000	500000	5004	0.430912	0.742606	TRUE	FALSE	0.712315418490928	0.832205915763496	-0.264987551022445
chr2	114500001	115000000	500000	7389	0.403882	0.906765	TRUE	TRUE	1.04033293208254	1.0315002670864	0.0447441947815224
chr2	115000001	115500000	500000	7203	0.380784	0.933839	TRUE	TRUE	1.00471632010629	0.991017866711301	-0.0130170274014982
chr2	115500001	116000000	500000	7091	0.371724	0.933347	TRUE	TRUE	0.98749714310078	0.974119280722221	-0.0378296540273211
chr2	116000001	116500000	500000	7150	0.356406	0.939022	TRUE	TRUE	0.988787127405306	0.974453527880628	-0.0373347105276834
chr2	116500001	117000000	500000	7174	0.364528	0.902171	TRUE	TRUE	0.996221947812435	0.988334279837517	-0.0169290143145601
chr2	117000001	117500000	500000	7222	0.361138	0.93295	TRUE	TRUE	1.00123189113321	0.987738185983352	-0.017799409189513
chr2	117500001	118000000	500000	7044	0.367668	0.919158	TRUE	TRUE	0.979505242704603	0.969091809493532	-0.0452947452153465
chr2	118000001	118500000	500000	6911	0.388478	0.905133	TRUE	TRUE	0.96630723343298	0.958299567206387	-0.0614513777933108
chr2	118500001	119000000	500000	7150	0.412794	0.881957	TRUE	FALSE	1.0090197448392	1.00412131701946	0.00593358491501529
chr2	119000001	119500000	500000	7084	0.413208	0.948719	TRUE	TRUE	0.999801006569019	0.984175515263422	-0.0230124699529795
chr2	119500001	120000000	500000	6609	0.458712	0.927201	TRUE	TRUE	0.963046682197521	0.951098823669682	-0.0723328431696192
chr2	120000001	120500000	500000	6995	0.444876	0.93215	TRUE	TRUE	1.00779952687351	0.994359779510944	-0.00816015235217567
chr2	120500001	121000000	500000	7518	0.392372	0.893711	TRUE	FALSE	1.05373573136352	1.04659769353841	0.0657069846993501
chr2	121000001	121500000	500000	6654	0.503356	0.958054	TRUE	TRUE	1.00713240596555	0.990475154852873	-0.0138073079806804
chr2	121500001	122000000	500000	6629	0.504788	0.956883	TRUE	TRUE	1.00516187227195	0.988645743525332	-0.0164744349903027
chr2	122000001	122500000	500000	7117	0.428954	0.89511	TRUE	FALSE	1.01136344282596	1.00431416271158	0.00621063391891516
chr2	122500001	123000000	500000	6778	0.44124	0.90528	TRUE	TRUE	0.973521706092413	0.965436419190678	-0.0507468442445259
chr2	123000001	123500000	500000	6955	0.382662	0.940585	TRUE	TRUE	0.970469752805296	0.956221319390179	-0.0645835232996335
chr2	123500001	124000000	500000	7315	0.358752	0.955907	TRUE	TRUE	1.01288439312276	0.996338503365996	-0.00529211749457771
chr2	124000001	124500000	500000	7059	0.358888	0.923097	TRUE	TRUE	0.977506237965842	0.966263541866545	-0.0495113668104903
chr2	124500001	125000000	500000	6991	0.374142	0.93831	TRUE	TRUE	0.973897417938976	0.959862137114061	-0.0591008852874693
chr2	125000001	125500000	500000	6826	0.39075	0.924772	TRUE	TRUE	0.955799770697309	0.944453535194503	-0.0824482735976002
chr2	125500001	126000000	500000	6930	0.372246	0.950403	TRUE	TRUE	0.96517199227965	0.949927790848714	-0.0741102443320391
chr2	126000001	126500000	500000	6927	0.368438	0.935408	TRUE	TRUE	0.963543306433847	0.950139260549674	-0.073789112201562
chr2	126500001	127000000	500000	6736	0.372078	0.912061	TRUE	TRUE	0.938124904496788	0.929380610827458	-0.105658547902788
chr2	127000001	127500000	500000	7312	0.402344	0.943418	TRUE	TRUE	1.02901923548001	1.01356472010693	0.0194382135173831
chr2	127500001	128000000	500000	6933	0.475488	0.938635	TRUE	TRUE	1.02174297399432	1.00697867089047	0.0100331255230242
chr2	128000001	128500000	500000	7124	0.456968	0.92636	TRUE	TRUE	1.03671537631887	1.02404566466652	0.0342800500244655
chr2	128500001	129000000	500000	7073	0.437118	0.856917	TRUE	FALSE	1.01207198401626	1.01473647201188	0.0211051068338706
chr2	129000001	129500000	500000	6649	0.490294	0.942116	TRUE	TRUE	0.99153374428904	0.976795609660333	-0.0338713789349984
chr2	129500001	130000000	500000	6710	0.415932	0.903231	TRUE	TRUE	0.947649253761304	0.940020895131476	-0.0892352689827084
chr2	130000001	130500000	500000	6842	0.418578	0.922416	TRUE	TRUE	0.967245163096405	0.956265876968009	-0.0645162988008718
chr2	130500001	131000000	500000	5505	0.454624	0.838356	TRUE	FALSE	0.799627370491555	0.810780868631809	-0.302616047838407
chr2	131000001	131500000	500000	3304	0.45116	0.794552	TRUE	FALSE	0.478588339858534	0.507138298719595	-0.979548865076716
chr2	131500001	132000000	500000	6443	0.46014	0.857479	TRUE	FALSE	0.93979142573387	0.942024250208624	-0.0861638957654334
chr2	132000001	132500000	500000	5540	0.431264	0.794046	TRUE	FALSE	0.788860062964838	0.836467392713222	-0.257618792863812
chr2	132500001	133000000	500000	7261	0.388718	0.660231	TRUE	FALSE	1.01539203731741	1.50475726530884	0.589530782414422
chr2	133000001	133500000	500000	9517	0.426784	0.922593	TRUE	FALSE	1.35013844375659	1.33476014718639	0.416580516779044
chr2	133500001	134000000	500000	7522	0.388308	0.95256	TRUE	TRUE	1.05163237836902	1.03479950453387	0.0493512683673152
chr2	134000001	134500000	500000	7111	0.39889	0.926674	TRUE	TRUE	0.999404161829893	0.987121279410202	-0.018700747333641
chr2	134500001	135000000	500000	6984	0.423374	0.91754	TRUE	TRUE	0.989039597290881	0.978830801955694	-0.0308685938689815
chr2	135000001	135500000	500000	6938	0.431204	0.939404	TRUE	TRUE	0.987873902956334	0.973508663150607	-0.0387342774941203
chr2	135500001	136000000	500000	7059	0.400644	0.879533	TRUE	FALSE	0.99278010791595	0.98841576171532	-0.0168100781834112
chr2	136000001	136500000	500000	7274	0.385946	0.852907	TRUE	FALSE	1.01581728381471	1.02035707323552	0.0290741106652089
chr2	136500001	137000000	500000	6978	0.418576	0.916191	TRUE	TRUE	0.986470509648245	0.976531145960789	-0.0342620360220023
chr2	137000001	137500000	500000	7095	0.410986	0.930674	TRUE	TRUE	1.00078892644586	0.987703806560604	-0.0178496248100177
chr2	137500001	138000000	500000	7254	0.38064	0.932209	TRUE	TRUE	1.01180155931179	0.998297891581935	-0.002457715616893
chr2	138000001	138500000	500000	6929	0.373272	0.897126	TRUE	FALSE	0.965172236199088	0.958172375150566	-0.061642874829493
chr2	138500001	139000000	500000	7604	0.378076	0.951344	TRUE	TRUE	1.05997205081119	1.0431324415381	0.0609223415776406
chr2	139000001	139500000	500000	7400	0.377312	0.930412	TRUE	TRUE	1.03132312515576	1.01788655910927	0.0255767856474615
chr2	139500001	140000000	500000	7296	0.367056	0.949966	TRUE	TRUE	1.01428640093946	0.998310076449052	-0.00244010670453226
chr2	140000001	140500000	500000	7222	0.360822	0.934548	TRUE	TRUE	1.00107123415109	0.987297130712373	-0.018443760465056
chr2	140500001	141000000	500000	7277	0.358218	0.947234	TRUE	TRUE	1.00733999644969	0.991754599170716	-0.0119449121357637
chr2	141000001	141500000	500000	7475	0.34399	0.95614	TRUE	TRUE	1.02512823500886	1.00835886710962	0.0120091742141923
chr2	141500001	142000000	500000	7249	0.348938	0.946322	TRUE	TRUE	0.997778114970479	0.982448678936028	-0.0255460489189844
chr2	142000001	142500000	500000	7238	0.354546	0.953792	TRUE	TRUE	0.999878741565517	0.983753147914585	-0.0236317477757573
chr2	142500001	143000000	500000	7593	0.344198	0.967067	TRUE	TRUE	1.04148354406867	1.02344012976699	0.033426708600097
chr2	143000001	143500000	500000	7407	0.362044	0.931893	TRUE	TRUE	1.02735173101071	1.0136979060674	0.0196277762533371
chr2	143500001	144000000	500000	7495	0.36721	0.935507	TRUE	TRUE	1.04201901875723	1.02750507096479	0.0391455139436448
chr2	144000001	144500000	500000	7335	0.364106	0.952696	TRUE	TRUE	1.01838159093578	1.00206732507537	0.00297944095767828
chr2	144500001	145000000	500000	7341	0.37586	0.945584	TRUE	TRUE	1.0228406859665	1.00721582484759	0.0103728552166245
chr2	145000001	145500000	500000	7163	0.38052	0.954941	TRUE	TRUE	0.999084943310797	0.98285931695189	-0.0249431658706829
chr2	145500001	146000000	500000	7589	0.364752	0.956559	TRUE	TRUE	1.05395848806127	1.03667411626076	0.0519624469535402
chr2	146000001	146500000	500000	7506	0.353334	0.963535	TRUE	TRUE	1.03612688944646	1.01849503833242	0.0264389521342859
chr2	146500001	147000000	500000	7640	0.3533	0.952821	TRUE	TRUE	1.05460181239373	1.03769434436156	0.0533815565941017
chr2	147000001	147500000	500000	7388	0.353404	0.93916	TRUE	TRUE	1.01988277353031	1.0050816686066	0.00731273335118737
chr2	147500001	148000000	500000	7328	0.369824	0.932237	TRUE	TRUE	1.01989998707642	1.00628318948616	0.00903636734396915
chr2	148000001	148500000	500000	7076	0.387512	0.945573	TRUE	TRUE	0.988839875815282	0.973735700895583	-0.0383978572314114
chr2	148500001	149000000	500000	7073	0.362054	0.911311	TRUE	TRUE	0.98103086246474	0.972021205260555	-0.0409403074034861
chr2	149000001	149500000	500000	7371	0.386704	0.897415	TRUE	FALSE	1.02966439972735	1.0221551465581	0.0316141905830717
chr2	149500001	150000000	500000	5796	-1	0.760472	FALSE	FALSE	0	0	0
chr2	150000001	150500000	500000	7504	0.393698	0.913455	TRUE	TRUE	1.05246711384882	1.04238881611528	0.0598935102949896
chr2	150500001	151000000	500000	7283	0.37496	0.896711	TRUE	FALSE	1.01465593966049	1.00735616630922	0.0105738606231668
chr2	151000001	151500000	500000	7617	0.382416	0.944249	TRUE	TRUE	1.06279182150003	1.04672517105541	0.0658826968983103
chr2	151500001	152000000	500000	7492	0.384446	0.948039	TRUE	TRUE	1.04580635866937	1.02953185230426	0.0419884656676164
chr2	152000001	152500000	500000	6705	0.394856	0.870892	TRUE	FALSE	0.9408309089602	0.938561364242601	-0.0914770216539816
chr2	152500001	153000000	500000	7495	0.402724	0.912431	TRUE	TRUE	1.05490638445243	1.04500219731912	0.0635059758545478
chr2	153000001	153500000	500000	7530	0.404174	0.920839	TRUE	TRUE	1.06026311719359	1.04859722954594	0.0684606392888504
chr2	153500001	154000000	500000	7489	0.377432	0.922849	TRUE	TRUE	1.04375652814672	1.03180899122595	0.0451759233618717
chr2	154000001	154500000	500000	7274	0.373374	0.905752	TRUE	TRUE	1.01324074550367	1.00476598552267	0.00685953042061982
chr2	154500001	155000000	500000	7225	0.35807	0.92192	TRUE	TRUE	1.00006334980838	0.988821059058452	-0.0162186260426585
chr2	155000001	155500000	500000	7418	0.355238	0.949042	TRUE	TRUE	1.02516530860614	1.00911082559388	0.0130846271247016
chr2	155500001	156000000	500000	7195	0.3482	0.938854	TRUE	TRUE	0.98983789408044	0.975508840191083	-0.0357731480991421
chr2	156000001	156500000	500000	7416	0.34183	0.932212	TRUE	TRUE	1.01522858129992	1.00167863771058	0.00241973194157899
chr2	156500001	157000000	500000	7369	0.35304	0.936694	TRUE	TRUE	1.01702808289997	1.00264917055796	0.00381689165726044
chr2	157000001	157500000	500000	7109	0.382166	0.922627	TRUE	TRUE	0.991863976895309	0.98055904057095	-0.0283235955514771
chr2	157500001	158000000	500000	7451	0.36328	0.916238	TRUE	TRUE	1.03408409375824	1.02365611682434	0.0337311431944192
chr2	158000001	158500000	500000	7288	0.375916	0.905319	TRUE	TRUE	1.01546351819411	1.00702496085085	0.0100994434732401
chr2	158500001	159000000	500000	7363	0.398356	0.926733	TRUE	TRUE	1.03460074583292	1.02187184023679	0.0312142696132718
chr2	159000001	159500000	500000	7308	0.378702	0.889461	TRUE	FALSE	1.01888926427171	1.01260730128854	0.018074791784615
chr2	159500001	160000000	500000	7182	0.428016	0.907411	TRUE	TRUE	1.01981315659215	1.01107264305425	0.0158866550145752
chr2	160000001	160500000	500000	7245	0.383902	0.909186	TRUE	TRUE	1.01119684935887	1.00230334965984	0.00331920994692271
chr2	160500001	161000000	500000	7269	0.388754	0.912671	TRUE	TRUE	1.01653315522889	1.00694463772899	0.00998436550014054
chr2	161000001	161500000	500000	7492	0.394298	0.933149	TRUE	TRUE	1.0510329307165	1.03683109859968	0.0521808960229473
chr2	161500001	162000000	500000	7110	0.384302	0.890703	TRUE	FALSE	0.992447894205342	0.9861436182473	-0.0201303243037413
chr2	162000001	162500000	500000	8298	0.369276	0.913036	TRUE	FALSE	1.15464544354222	1.14367712829849	0.193679822092496
chr2	162500001	163000000	500000	7595	0.365532	0.940644	TRUE	TRUE	1.05515934614592	1.03966009931819	0.0561119387709657
chr2	163000001	163500000	500000	7449	0.359308	0.96011	TRUE	TRUE	1.0317368989033	1.01448773675756	0.0207514257392362
chr2	163500001	164000000	500000	7528	0.352862	0.945582	TRUE	TRUE	1.03885601331061	1.02298674959689	0.0327874584608927
chr2	164000001	164500000	500000	7929	0.359706	0.957495	TRUE	FALSE	1.09844537817833	1.08033143078762	0.111473979241271
chr2	164500001	165000000	500000	7845	0.36268	0.953296	TRUE	FALSE	1.08844795912114	1.07094703496013	0.0988871315448777
chr2	165000001	165500000	500000	7457	0.364746	0.936337	TRUE	TRUE	1.03562354653433	1.02104696846911	0.0300492321500169
chr2	165500001	166000000	500000	7586	0.364528	0.944563	TRUE	TRUE	1.05343458267426	1.0374701007551	0.0530697594823081
chr2	166000001	166500000	500000	7432	0.360058	0.94661	TRUE	TRUE	1.02977916938323	1.01392287411965	0.0199479153028504
chr2	166500001	167000000	500000	7359	0.368144	0.933752	TRUE	TRUE	1.02351009622672	1.00957113383992	0.013742565768524
chr2	167000001	167500000	500000	7575	0.353054	0.941047	TRUE	TRUE	1.04546824170202	1.03006126137654	0.0427301421229563
chr2	167500001	168000000	500000	7015	0.360054	0.879191	TRUE	FALSE	0.971997590720433	0.967800778480538	-0.0472179951957337
